,Age,StrService,HoursPerDay,WhileWorking,Instrumentalist,Composer,FavGenre,Exploratory,ForeignLanguages,FrequencyClassical,FrequencyCountry,FrequencyEDM,FrequencyFolk,FrequencyGospel,FrequencyHipHop,FrequencyJazz,FrequencyKpop,FrequencyLatin,FrequencyLofi,FrequencyMetal,FrequencyPop,FrequencyR&B,FrequencyRap,FrequencyRock,FrequencyVideoGameMusic,Anxiety,Depression,Insomnia,OCD,MusicEffects,BPM
102,16,Другое,4.0,Да,Нет,Нет,EDM,Да,Да,Иногда,Никогда,Очень часто,Никогда,Никогда,Никогда,Никогда,Редко,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Иногда,4,7,1,3,Улучшение,137.0
103,17,Не пользуюсь,1.0,Да,Да,Да,Folk,Нет,Нет,Никогда,Иногда,Редко,Очень часто,Никогда,Редко,Никогда,Никогда,Редко,Редко,Редко,Редко,Редко,Иногда,Иногда,Иногда,7,3,1,5,Улучшение,118.0
104,23,Spotify,7.0,Да,Нет,Нет,Folk,Да,Да,Редко,Очень часто,Никогда,Очень часто,Очень часто,Иногда,Редко,Никогда,Редко,Никогда,Иногда,Иногда,Редко,Редко,Редко,Иногда,6,4,2,3,Улучшение,55.0
105,28,Spotify,0.5,Нет,Нет,Нет,Folk,Да,Нет,Редко,Иногда,Никогда,Очень часто,Никогда,Редко,Редко,Никогда,Никогда,Никогда,Никогда,Иногда,Никогда,Редко,Очень часто,Редко,4,7,1,0,Улучшение,130.0
106,26,Spotify,3.0,Да,Да,Нет,Folk,Да,Нет,Редко,Редко,Никогда,Очень часто,Редко,Редко,Иногда,Никогда,Никогда,Редко,Редко,Иногда,Иногда,Редко,Иногда,Иногда,8,8,3,0,Улучшение,160.0
107,21,Spotify,5.0,Да,Да,Да,Folk,Да,Да,Иногда,Редко,Никогда,Очень часто,Редко,Редко,Иногда,Никогда,Редко,Иногда,Редко,Очень часто,Иногда,Редко,Очень часто,Редко,9,4,0,3,Улучшение,128.0
108,44,Другое,3.0,Да,Нет,Нет,Folk,Да,Да,Редко,Редко,Редко,Очень часто,Редко,Иногда,Редко,Никогда,Редко,Иногда,Никогда,Редко,Иногда,Иногда,Редко,Иногда,9,9,8,2,Улучшение,130.0
109,29,Spotify,2.0,Да,Да,Нет,Folk,Да,Да,Никогда,Иногда,Редко,Очень часто,Иногда,Редко,Редко,Редко,Редко,Редко,Иногда,Редко,Очень часто,Редко,Очень часто,Редко,6,5,4,2,Улучшение,100.0
110,21,Spotify,1.0,Да,Нет,Нет,Folk,Нет,Да,Никогда,Редко,Никогда,Очень часто,Никогда,Редко,Иногда,Никогда,Никогда,Редко,Редко,Редко,Никогда,Никогда,Иногда,Очень часто,8,4,0,1,Улучшение,110.0
111,30,Spotify,6.0,Да,Нет,Нет,Folk,Да,Да,Иногда,Редко,Никогда,Очень часто,Редко,Никогда,Редко,Никогда,Никогда,Иногда,Иногда,Редко,Никогда,Никогда,Очень часто,Никогда,9,0,5,0,Нет эффекта,89.0
112,27,Spotify,5.0,Да,Нет,Да,Folk,Да,Да,Редко,Никогда,Иногда,Очень часто,Иногда,Редко,Редко,Иногда,Иногда,Очень часто,Иногда,Очень часто,Иногда,Никогда,Очень часто,Очень часто,0,9,4,0,Улучшение,140.0
113,31,YouTube Music,1.0,Нет,Нет,Да,Folk,Да,Да,Очень часто,Никогда,Никогда,Иногда,Никогда,Редко,Никогда,Никогда,Редко,Никогда,Никогда,Никогда,Никогда,Никогда,Иногда,Никогда,4,1,3,0,Улучшение,113.0
114,49,Spotify,2.0,Да,Нет,Нет,Folk,Да,Нет,Редко,Редко,Иногда,Очень часто,Никогда,Иногда,Редко,Никогда,Никогда,Иногда,Редко,Иногда,Иногда,Иногда,Редко,Редко,0,0,2,0,Нет эффекта,147.0
115,13,Spotify,2.5,Да,Нет,Нет,Folk,Нет,Нет,Никогда,Иногда,Никогда,Очень часто,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Очень часто,Никогда,Никогда,Никогда,Никогда,8,0,0,3,Улучшение,118.0
116,16,Spotify,2.0,Да,Нет,Нет,Folk,Да,Нет,Никогда,Никогда,Никогда,Очень часто,Никогда,Редко,Никогда,Никогда,Никогда,Никогда,Иногда,Очень часто,Никогда,Редко,Иногда,Никогда,7,7,4,0,Улучшение,110.0
117,15,Spotify,5.0,Да,Нет,Нет,Folk,Да,Да,Редко,Иногда,Никогда,Очень часто,Редко,Иногда,Никогда,Никогда,Никогда,Иногда,Никогда,Никогда,Никогда,Иногда,Редко,Редко,6,7,7,4,Улучшение,87.0
118,22,YouTube Music,4.0,Да,Нет,Нет,Folk,Да,Да,Редко,Иногда,Очень часто,Очень часто,Никогда,Иногда,Иногда,Никогда,Редко,Иногда,Очень часто,Очень часто,Иногда,Иногда,Очень часто,Иногда,8,7,6,2,Улучшение,137.0
119,24,YouTube Music,1.0,Да,Нет,Нет,Folk,Нет,Да,Иногда,Никогда,Очень часто,Очень часто,Редко,Иногда,Иногда,Редко,Редко,Очень часто,Редко,Иногда,Редко,Иногда,Очень часто,Очень часто,10,10,7,8,Улучшение,103.0
120,32,YouTube Music,2.0,Да,Нет,Нет,Folk,Да,Нет,Никогда,Никогда,Иногда,Иногда,Никогда,Иногда,Иногда,Никогда,Редко,Иногда,Никогда,Иногда,Иногда,Иногда,Иногда,Иногда,6,1,0,0,Улучшение,110.0
121,24,Spotify,7.0,Да,Нет,Нет,Folk,Да,Да,Иногда,Редко,Редко,Очень часто,Никогда,Редко,Редко,Никогда,Редко,Иногда,Редко,Очень часто,Редко,Редко,Очень часто,Очень часто,10,10,8,10,Улучшение,137.0
122,21,Другое,0.1,Да,Да,Нет,Folk,Нет,Да,Иногда,Никогда,Никогда,Очень часто,Иногда,Редко,Никогда,Никогда,Никогда,Никогда,Никогда,Редко,Никогда,Редко,Иногда,Никогда,7,5,3,1,Нет эффекта,110.0
123,22,Spotify,6.0,Да,Нет,Нет,Folk,Да,Нет,Никогда,Редко,Иногда,Очень часто,Никогда,Редко,Редко,Никогда,Иногда,Иногда,Никогда,Редко,Редко,Редко,Очень часто,Иногда,8,7,7,3,Улучшение,63.0
124,23,Spotify,6.0,Да,Нет,Нет,Folk,Да,Да,Иногда,Иногда,Редко,Иногда,Никогда,Иногда,Иногда,Иногда,Редко,Редко,Редко,Иногда,Иногда,Иногда,Иногда,Редко,3,7,7,4,Нет эффекта,92.0
125,18,Spotify,6.0,Да,Нет,Нет,Folk,Да,Да,Никогда,Очень часто,Очень часто,Очень часто,Иногда,Иногда,Редко,Редко,Редко,Иногда,Иногда,Очень часто,Иногда,Иногда,Очень часто,Иногда,8,6,0,2,Улучшение,80.0
126,26,Spotify,5.0,Да,Да,Нет,Folk,Да,Да,Иногда,Редко,Редко,Очень часто,Никогда,Очень часто,Очень часто,Никогда,Редко,Редко,Иногда,Иногда,Иногда,Очень часто,Очень часто,Редко,4,7,6,0,Нет эффекта,92.0
127,18,YouTube Music,4.0,Нет,Нет,Нет,Folk,Да,Да,Иногда,Очень часто,Иногда,Очень часто,Редко,Иногда,Иногда,Никогда,Никогда,Иногда,Очень часто,Очень часто,Редко,Редко,Очень часто,Очень часто,8,6,4,0,Улучшение,123.0
128,17,Spotify,2.0,Да,Нет,Нет,Folk,Да,Да,Очень часто,Иногда,Никогда,Очень часто,Иногда,Редко,Очень часто,Никогда,Иногда,Иногда,Никогда,Очень часто,Редко,Никогда,Иногда,Редко,9,4,0,1,Улучшение,116.0
129,37,Spotify,2.0,Да,Нет,Нет,Folk,Да,Нет,Иногда,Иногда,Никогда,Иногда,Никогда,Редко,Иногда,Никогда,Никогда,Никогда,Редко,Иногда,Редко,Редко,Иногда,Иногда,6,4,5,0,Улучшение,186.0
130,44,YouTube Music,1.5,Нет,Нет,Нет,Folk,Нет,Нет,Редко,Очень часто,Никогда,Очень часто,Редко,Иногда,Никогда,Никогда,Никогда,Никогда,Никогда,Редко,Редко,Иногда,Иногда,Никогда,8,5,9,4,Улучшение,99.0
131,60,Pandora,2.0,Да,Нет,Нет,Gospel,Нет,Нет,Редко,Иногда,Никогда,Редко,Очень часто,Никогда,Никогда,Никогда,Редко,Никогда,Никогда,Иногда,Редко,Никогда,Иногда,Никогда,3,0,2,0,Улучшение,119.0
132,60,YouTube Music,1.0,Нет,Да,Да,Gospel,Нет,Нет,Иногда,Редко,Никогда,Никогда,Очень часто,Редко,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Редко,Редко,Никогда,6,2,8,0,Улучшение,89.0
133,57,Spotify,2.0,Да,Да,Нет,Gospel,Нет,Нет,Иногда,Никогда,Никогда,Редко,Очень часто,Никогда,Иногда,Никогда,Редко,Никогда,Никогда,Иногда,Иногда,Никогда,Редко,Никогда,6,4,10,0,Улучшение,174.0
134,18,Spotify,8.0,Да,Да,Да,Gospel,Да,Да,Редко,Никогда,Редко,Никогда,Очень часто,Иногда,Иногда,Никогда,Иногда,Очень часто,Никогда,Иногда,Очень часто,Иногда,Никогда,Иногда,3,0,2,2,Улучшение,56.0
135,16,Spotify,8.0,Да,Нет,Нет,Hip hop,Да,Да,Никогда,Никогда,Никогда,Никогда,Никогда,Очень часто,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Иногда,Очень часто,Никогда,Редко,8,8,4,3,Улучшение,103.0
136,16,Spotify,12.0,Да,Нет,Да,Hip hop,Да,Да,Редко,Никогда,Иногда,Редко,Никогда,Очень часто,Редко,Никогда,Никогда,Никогда,Иногда,Иногда,Редко,Иногда,Очень часто,Никогда,5,7,10,0,Улучшение,120.0
137,15,Spotify,3.0,Нет,Нет,Нет,Hip hop,Нет,Нет,Никогда,Никогда,Никогда,Никогда,Никогда,Очень часто,Редко,Никогда,Никогда,Никогда,Редко,Редко,Иногда,Очень часто,Редко,Никогда,7,3,0,2,Улучшение,120.0
